"","code_arret_theo","libelle_arret_theo2","code_ligne_theo","direction_voy_theo","sequence_theo","montees","descentes"
"1181","ROVER_O","Lausanne, Rovéréaz",65,"R",26,1254.8508,121.86301
"1182","FOYER_O","Foyer",65,"R",27,5363.4043,2439.67
"1183","SALA_Z ","Sallaz",65,"R",28,0,127758.53
"1184","VVERT_B","Pully, Val-Vert",67,"A",1,16551.48,0
"1185","CHNAU_E","Pully, Chenaulaz",67,"A",2,76.730865,55.616837
"1186","GCHAM_E","Belmont-s-L., Grands-Champs",67,"A",4,1013.1531,1427.798
"1187","BELMT_E","Belmont-s-L., Centre",67,"A",5,656.83856,1325.5785
"1188","BLESS_E","Belmont-s-L., Blessoney",67,"A",7,648.56995,1143.9702
"1189","LANDA_E","Lutry, Landar",67,"A",8,558.34247,728.0588
"1190","ECHER_E","Lutry, Echerins",67,"A",9,54.038857,304.4258
"1191","CROIX_S","Lutry, Croix/Lutry",67,"A",10,1327.9414,4103.027
"1192","SAPEL_E","Lutry, Sapelle",67,"A",11,465.3241,1583.2734
"1193","JDILL_E","Lutry, Jordillon",67,"A",12,580.4653,1599.8164
"1194","FORNI_E","Villette (Lavaux), Pra Forni",67,"A",14,1833.9932,2335.5947
"1195","GRAVX_E","Grandvaux, Pra Grana",67,"A",15,1976.4915,1705.2773
"1196","GENE_S ","Grandvaux, Genevrey",67,"A",16,772.27246,407.26184
"1197","GVG_S  ","Grandvaux, gare sud",67,"A",17,5402.1064,1980.4019
"1198","CNAX_E ","Grandvaux, Chenaux",67,"A",18,379.39868,135.14992
"1199","MOUN_S ","Riex, Mouniaz",67,"A",19,1603.1501,1355.5674
"1200","COLO_O ","Cully, Colombaires",67,"A",20,22.225185,1089.5023
"1201","CUYG_B ","Cully, gare",67,"A",21,0,12642.213
"1202","CUYG_B ","Cully, gare",67,"R",1,18001.473,0
"1203","COLO_E ","Cully, Colombaires",67,"R",2,486.69507,341.4289
"1204","MOUN_N ","Riex, Mouniaz",67,"R",3,1269.6051,3440.5613
"1205","CNAX_O ","Grandvaux, Chenaux",67,"R",4,345.1668,1111.077
"1206","GVG_N  ","Grandvaux, gare sud",67,"R",5,4670.596,5503.757
"1207","GENE_N ","Grandvaux, Genevrey",67,"R",6,652.4758,1947.5328
"1208","GRAVX_O","Grandvaux, Pra Grana",67,"R",7,1664.5676,3365.832
"1209","FORNI_O","Villette (Lavaux), Pra Forni",67,"R",8,2464.7861,2596.542
"1210","JDILL_O","Lutry, Jordillon",67,"R",10,1722.8442,950.4142
"1211","SAPEL_O","Lutry, Sapelle",67,"R",11,2674.7468,485.26416
"1212","CROIX_O","Lutry, Croix/Lutry",67,"R",12,4606.6577,1854.0225
"1213","ECHER_O","Lutry, Echerins",67,"R",13,86.12155,43.804535
"1214","LANDA_O","Lutry, Landar",67,"R",14,446.08557,622.26495
"1215","BLESS_O","Belmont-s-L., Blessoney",67,"R",16,731.83826,625.94666
"1216","BELMT_O","Belmont-s-L., Centre",67,"R",17,1033.2048,587.8913
"1217","GCHAM_O","Belmont-s-L., Grands-Champs",67,"R",18,787.1662,634.1725
"1218","CHNAU_O","Pully, Chenaulaz",67,"R",20,30.253399,36.605663
"1219","VVERT_B","Pully, Val-Vert",67,"R",21,0,17527.17
"1220","LYGAR_C","Lutry, gare",68,"A",1,5272.1797,6.3213434
"1221","CHAMP_N","Les Champs",68,"A",2,18181.664,1823.4211
"1222","ORZEN_N","Orzens",68,"A",3,911.7947,1514.4534
"1223","WLIAM_N","Avenue William",68,"A",4,1194.8019,3935.5845
"1224","COLLI_N","Colline",68,"A",5,617.2749,2565.4194
"1225","CONVE_N","La Conversion, Gare",68,"A",6,16562.324,3607.5483
"1226","CDESO_E","Corsy-Dessous",68,"A",7,867.38586,2517.5918
"1227","MARIO_E","Marionnettes",68,"A",8,907.4872,7664.729
"1228","PONFI_E","Ponfilet",68,"A",9,754.3607,4644.09
"1229","BRULE_O","Brûlées",68,"A",10,1125.9973,6529.29
"1230","CDESU_N","Corsy-Dessus",68,"A",11,1013.25,8035.712
"1231","LANDA_E","Lutry, Landar",68,"A",12,1382.051,2427.422
"1232","ECHER_E","Lutry, Echerins",68,"A",13,485.2702,982.8191
"1233","CROIX_S","Lutry, Croix/Lutry",68,"A",14,555.532,4717.042
"1234","CROIX_T","Lutry, Croix/Lutry",68,"A",15,0,1222.891
"1235","LPORT_B","Lutry, Port",69,"A",1,2854.9434,0
"1236","CHAMP_N","Les Champs",69,"A",2,2732.0398,215.34116
"1237","LYGAR_E","Lutry, gare",69,"A",3,2685.728,237.58731
"1238","SAVUI_N","Savuit-Place",69,"A",4,201.07324,1063.8862
"1239","BRELA_N","Brélaz",69,"A",7,207.32706,1916.5679
"1240","SAVOI_N","Savoie",69,"A",8,163.2194,1394.643
"1241","CROIX_O","Lutry, Croix/Lutry",69,"A",9,484.38998,2601.644
"1242","ECHER_O","Lutry, Echerins",69,"A",10,25.094988,91.561905
"1243","LANDA_E","Lutry, Landar",69,"A",11,0,1344.53
"1244","LANDA_E","Lutry, Landar",69,"R",1,2081.2603,0
"1245","ECHER_E","Lutry, Echerins",69,"R",2,52.423744,134.52615
"1246","CROIX_S","Lutry, Croix/Lutry",69,"R",3,2364.3394,570.3511
"1247","SAVOI_S","Savoie",69,"R",4,1110.6569,78.423744
"1248","BRELA_S","Brélaz",69,"R",5,705.74243,238.44754
"1249","GVESS_S","Gravesse",69,"R",6,167.98642,25.223743
"1250","SAVUI_S","Savuit-Place",69,"R",8,239.39273,310.6237
"1251","LYGAR_O","Lutry, gare",69,"R",9,118.29045,2316.5654
"1252","CHAMP_S","Les Champs",69,"R",10,106.67377,2884.9146
"1253","LPORT_B","Lutry, Port",69,"R",11,0,1522.9421
"1254","R-CFF_F","Renens-Gare",70,"A",1,1624736.5,0
"1255","EPNEX_F","Epenex",70,"A",3,168378.86,37440.29
"1256","CROCH_F","Crochy",70,"A",5,197904.4,119331.34
"1257","CERIS_F","Cerisaie",70,"A",6,300852.5,131617.97
"1258","BASS_F ","Bassenges",70,"A",8,100110.92,69297.984
"1259","EPFL_L ","EPFL",70,"A",9,1195530.2,717831.56
"1260","SORGE_F","UNIL-Sorge",70,"A",10,674112.56,349677.03
"1261","MLINE_F","UNIL-Mouline",70,"A",12,369566.5,199436.66
"1262","CHBR_F ","UNIL-Chamberonne",70,"A",13,506120,263519
"1263","BNETT_F","Bourdonnette",70,"A",15,600659.44,161075.17
"1264","MALEY_F","Malley",70,"A",18,746241.75,383231.2
"1265","PROV_F ","Provence",70,"A",19,347659.44,175699.53
"1266","MTELY_F","Montelly",70,"A",20,285547.12,288972.6
"1267","VIGIE_F","Vigie",70,"A",21,166900.27,693565.44
"1268","FLON_R ","Lausanne-Flon",70,"A",22,0,3693570
"1269","FLON_R ","Lausanne-Flon",70,"R",1,3442578.5,0
"1270","VIGIE_R","Vigie",70,"R",2,633576.9,128167.766
"1271","MTELY_R","Montelly",70,"R",3,342453.03,309802.1
"1272","PROV_R ","Provence",70,"R",4,161861.72,261559.81
"1273","MALEY_R","Malley",70,"R",5,417315.94,683117.1
"1274","BNETT_R","Bourdonnette",70,"R",8,202209.34,614553.75
"1275","CHBR_R ","UNIL-Chamberonne",70,"R",10,253485.72,496171.03
"1276","MLINE_R","UNIL-Mouline",70,"R",11,217213.72,307430.44
"1277","SORGE_R","UNIL-Sorge",70,"R",13,323639.03,698706.94
"1278","EPFL_R ","EPFL",70,"R",14,719807.06,1179860.9
"1279","BASS_R ","Bassenges",70,"R",15,67689.14,86852.19
"1280","CERIS_R","Cerisaie",70,"R",17,167004.27,292390.2
"1281","CROCH_R","Crochy",70,"R",18,121356.06,220284.38
"1282","EPNEX_R","Epenex",70,"R",20,45965.734,200640.53
"1283","R-CFF_F","Renens-Gare",70,"R",22,0,1665751.2
"1284","CHARM_E","Charmeur (EVAM)",81,"A",1,7419.4004,0
"1285","BRE_S  ","Bré",81,"A",2,79.40001,3463.0002
"1286","COLMA_N","Collège de Marcolet",81,"A",3,0,4035.8003
"1287","COLMA_N","Collège de Marcolet",81,"R",1,4265.4,0
"1288","CHISA_N","Crissier, Chisaz",81,"R",2,3558.4004,545.4001
"1289","CHARM_E","Charmeur (EVAM)",81,"R",3,0,7278.4004
"1290","ALE_O  ","Chauderon-Ale",82,"A",1,805.38983,0
"1291","BOST_O ","Boston",82,"A",2,8.673215,4.6732144
"1292","RECOR_O","Recordon",82,"A",3,0.4732143,0.4732143
"1293","PRELA_O","Prélaz",82,"A",4,37.78988,2.4732141
"1294","PZROS_O","Prélaz-les-Roses",82,"A",5,303.4732,0.4732143
"1295","GALIC_O","Galicien",82,"A",6,153.25656,2.2732143
"1296","PERRL_O","Perrelet",82,"A",7,0.4732143,14.673214
"1297","R-VIL_O","Renens-Village",82,"A",8,0.4732143,4.0732145
"1298","SEGLI_O","Sous l'Eglise",82,"A",9,0.4732143,0.4732143
"1299","R-HV_O ","Hôtel-de-Ville",82,"A",10,60.439884,8.873215
"1300","AVNIR_O","Avenir",82,"A",11,0.4732143,0.4732143
"1301","R-14A_E","Renens-14 Avril",82,"A",12,1.9565476,1.6732143
"1302","RCFFS_O","Renens-Gare sud",82,"A",13,6.5565476,1.8732144
"1303","EGLX_A ","Ecublens VD, Galexis SA",82,"A",14,0.4732143,0.4732143
"1304","PONTE_S","Pontet",82,"A",15,0.4732143,0.4732143
"1305","ECCV_O ","Ecublens VD, Café vaudois",82,"A",16,0.4732143,0.4732143
"1306","DEVA_A ","Ecublens VD, Dévent",82,"A",17,0,1337.4232
