"code_ligne_theo";"direction_voy_theo";"code_arret_theo";"libelle_arret_theo2";"sequence_theo";"montees";"descentes";"geom_arret"
8;"A";"COPOZ_N";"Coppoz";35;1433,112;34451,492;c(6.63561391830444, 46.5602836608887)
8;"A";"GMONT_T";"Grand-Mont";36;0;155674,28;c(6.63278102874756, 46.5630989074707)
8;"R";"GMONT_T";"Grand-Mont";1;140052,61;0;c(6.63278102874756, 46.5630989074707)
8;"R";"GMONT_S";"Grand-Mont";2;27597,715;1378,2042;c(6.63429880142212, 46.5627326965332)
8;"R";"COPOZ_S";"Coppoz";3;31105,57;2085,5977;c(6.63580799102783, 46.5594673156738)
8;"R";"COPOP_S";"Coppoz-Poste";4;68068,305;9907,531;c(6.63547897338867, 46.557056427002)
8;"R";"PMONT_S";"Petit-Mont";5;91192,19;14329,518;c(6.63467216491699, 46.5543060302734)
8;"R";"COTES_S";"Côtes";6;62644,758;14879,463;c(6.63158178329468, 46.5499458312988)
8;"R";"MARTI_S";"Martines";7;27542,674;9942,772;c(6.63179492950439, 46.5461273193359)
8;"R";"RIONZ_S";"Rionzi";8;75934,51;17571,328;c(6.63274908065796, 46.5433692932129)
8;"R";"GGETT_S";"Grangette";10;46478,605;8206,749;c(6.63325119018555, 46.5411987304688)
8;"R";"BELVO_S";"Bellevaux";11;96331,414;21754,406;c(6.63360023498535, 46.539623260498)
8;"R";"FORET_S";"Forêt";12;205054,1;38419,906;c(6.63328790664673, 46.535213470459)
8;"R";"MOTTE_S";"Motte";13;130607,33;27500,86;c(6.63333320617676, 46.5330543518066)
8;"R";"VMOUL_S";"Vieux-Moulin";14;115191,67;38793,87;c(6.62944221496582, 46.5326156616211)
8;"R";"GBORD_S";"Grande-Borde";15;165004,36;34109,707;c(6.63188409805298, 46.5296821594238)
8;"R";"MEMIS_S";"Mémise";16;85085,38;40386,664;c(6.63331699371338, 46.5271186828613)
8;"R";"TNEL_S ";"Tunnel";17;48965,383;71543,35;c(6.63404178619385, 46.5257377624512)
8;"R";"RIP_S  ";"Riponne-M. Béjart";18;80202,95;490241,06;c(6.63201904296875, 46.5233039855957)
8;"R";"B-AIR_D";"Bel-Air";19;80458,46;327953,03;c(6.62910890579224, 46.5226287841797)
8;"R";"SF_S   ";"St-François";20;260366,2;161283,84;c(6.6344780921936, 46.5191993713379)
8;"R";"GTE_S  ";"Georgette";21;105369,43;66469,7;c(6.6378002166748, 46.5174903869629)
8;"R";"ALPES_S";"Alpes";22;18918,771;50481,79;c(6.63651180267334, 46.5147094726562)
8;"R";"JURIG_S";"Jurigoz";23;9870,244;73739,44;c(6.63681793212891, 46.512523651123)
8;"R";"MTSI_S ";"Montchoisi";24;36673,043;118793,92;c(6.63635921478271, 46.5109901428223)
8;"R";"MUSEO_E";"Musée Olympique";25;32156,367;28830,082;c(6.63568019866943, 46.5092887878418)
8;"R";"DENAN_E";"Denantou";26;2724,428;13830,733;c(6.63847398757935, 46.5080642700195)
8;"R";"THALD_E";"Tour Haldimand";28;13305,527;42940,69;c(6.64338302612305, 46.506462097168)
8;"R";"BNIER_E";"Bourdonnière";29;2079,4167;17240,64;c(6.64716196060181, 46.506462097168)
8;"R";"VRNEY_E";"Verney";30;3421,3955;30723,977;c(6.64946889877319, 46.5063972473145)
8;"R";"CNIER_E";"Châtaignier";31;4718,329;36487,914;c(6.65461492538452, 46.5064239501953)
8;"R";"SOMAI_E";"Somais";32;11760,013;64935,875;c(6.65763378143311, 46.5066871643066)
8;"R";"PPORT_E";"Pully, port";33;2185,582;33775,13;c(6.66172504425049, 46.5066719055176)
8;"R";"VIGNE_E";"Vignes";34;1196,4877;57031,36;c(6.6653790473938, 46.5071640014648)
8;"R";"VERRI_E";"Verrière";36;3431,9536;60634,516;c(6.67076778411865, 46.5057144165039)
8;"R";"VERRI_O";"Verrière";37;0;59493,254;c(6.67029285430908, 46.5060920715332)
9;"A";"LUTRY_B";"Lutry, Corniche";1;132968,39;0;c(6.69414377212524, 46.5007972717285)
9;"A";"VOISD_O";"Voisinand";2;230093,11;13430,682;c(6.6862587928772, 46.5038146972656)
9;"A";"GPONT_O";"Grand-Pont";3;108156,17;8785,6875;c(6.67958211898804, 46.5043258666992)
9;"A";"MARRO_O";"Marronnier";5;74445,914;10857,93;c(6.67532587051392, 46.5058097839355)
9;"A";"PAUDX_O";"Paudex, Village";6;80115,734;17895,1;c(6.67316484451294, 46.5066146850586)
9;"A";"MLINS_O";"Moulins";8;127868,67;12916,777;c(6.6691460609436, 46.5089073181152)
9;"A";"REYM_O ";"Reymondin";9;60641,547;18576,482;c(6.66493892669678, 46.5096969604492)
9;"A";"CLERG_O";"Pully, Clergère";10;221630,88;101167,45;c(6.66149997711182, 46.5114631652832)
9;"A";"MTILL_O";"Montillier";11;66339,24;26457,4;c(6.6569128036499, 46.5123596191406)
9;"A";"PDETT_O";"Perraudettaz";12;275723,5;58464,094;c(6.65421485900879, 46.5142135620117)
9;"A";"ESPER_O";"Bonne-Espérance";14;113610,13;36319,64;c(6.65019989013672, 46.5152473449707)
9;"A";"LEMAN_O";"Avenue du Léman";15;48268,03;31206,73;c(6.64553880691528, 46.5158081054688)
9;"A";"EGLAN_O";"Eglantine";16;113729,05;38702,246;c(6.64102983474731, 46.5167388916016)
9;"A";"GTE_O  ";"Georgette";17;65106,875;195331,94;c(6.63751792907715, 46.5180702209473)
9;"A";"SF_O   ";"St-François";18;311922,38;643208,1;c(6.63294792175293, 46.5195503234863)
9;"A";"B-AIR_O";"Bel-Air";19;454277,88;276371,6;c(6.62830305099487, 46.5225219726562)
9;"A";"CH_O   ";"Chauderon";20;344754,9;195834,25;c(6.6256799697876, 46.5235748291016)
9;"A";"BOST_N ";"Boston";21;156676,66;77218,74;c(6.62309408187866, 46.5239677429199)
9;"A";"SPAUL_O";"St-Paul";22;57351,727;301486,7;c(6.61738300323486, 46.5275344848633)
9;"A";"MTETN_O";"Montétan";23;64340,375;271917,6;c(6.61321306228638, 46.5300521850586)
9;"A";"VALCY_O";"Valency";24;14194,5625;134724,9;c(6.61128997802734, 46.5313949584961)
9;"A";"HUTIN_O";"Huttins";26;9452,071;135316,72;c(6.6086950302124, 46.5331573486328)
9;"A";"PRY-C_O";"Prilly, Centre";27;66065,28;287885,34;c(6.60549402236938, 46.5344390869141)
9;"A";"PEREA_O";"Perréaz";28;2808,9038;69274,516;c(6.60278511047363, 46.5368194580078)
9;"A";"PRY_B  ";"Prilly, Eglise";29;0;233771,98;c(6.59882593154907, 46.5390472412109)
9;"R";"PRY_B  ";"Prilly, Eglise";1;234702,31;0;c(6.59882593154907, 46.5390472412109)
9;"R";"PEREA_E";"Perréaz";2;67518,99;3575,082;c(6.60202407836914, 46.5371208190918)
9;"R";"PRY-C_E";"Prilly, Centre";3;216598,97;52632,992;c(6.60502099990845, 46.5346870422363)
9;"R";"HUTIN_E";"Huttins";4;223527,94;16681,98;c(6.60845899581909, 46.5331916809082)
9;"R";"VALCY_E";"Valency";6;146425,1;24356,717;c(6.61139488220215, 46.5312881469727)
9;"R";"MTETN_E";"Montétan";7;296898,53;79249,13;c(6.61411190032959, 46.5292015075684)
9;"R";"SPAUL_E";"St-Paul";8;99162,53;44776,156;c(6.62117719650269, 46.5248832702637)
9;"R";"BOST_S ";"Boston";9;37944,418;109307,93;c(6.62274122238159, 46.5240631103516)
9;"R";"CH_E   ";"Chauderon";10;224198,47;234875,66;c(6.6259069442749, 46.5232696533203)
9;"R";"B-AIR_C";"Bel-Air";11;388447,3;449972,2;c(6.6296272277832, 46.5219650268555)
9;"R";"SF_P   ";"St-François";12;560905,25;320699,88;c(6.63352298736572, 46.5193939208984)
9;"R";"GTE_E  ";"Georgette";13;305112,12;92493,87;c(6.63850116729736, 46.5176658630371)
9;"R";"EGLAN_E";"Eglantine";14;38089,48;127445;c(6.64264297485352, 46.5160217285156)
9;"R";"LEMAN_E";"Avenue du Léman";15;18849,168;73888;c(6.64520311355591, 46.5156326293945)
9;"R";"ESPER_E";"Bonne-Espérance";16;33867,21;228452,38;c(6.6513819694519, 46.5145683288574)
9;"R";"PDETT_E";"Perraudettaz";18;51115,965;218511,53;c(6.65440320968628, 46.5138359069824)
9;"R";"MTILL_D";"Montillier";19;11895,669;105452,86;c(6.65863418579102, 46.5123252868652)
9;"R";"CLERG_E";"Pully, Clergère";20;103745,51;207991,1;c(6.66169881820679, 46.5112152099609)
9;"R";"REYM_E ";"Reymondin";21;13054,689;55641,938;c(6.66633081436157, 46.5089683532715)
9;"R";"MLINS_E";"Moulins";22;11181,904;123366,266;c(6.6704740524292, 46.5080451965332)
9;"R";"PAUDX_E";"Paudex, Village";24;16154,705;57467,637;c(6.67278623580933, 46.5066909790039)
9;"R";"MARRO_E";"Marronnier";25;7992,429;77518,266;c(6.67539310455322, 46.5057029724121)
9;"R";"GPONT_E";"Grand-Pont";27;6027,4033;115377,625;c(6.68116188049316, 46.5040664672852)
9;"R";"VOISD_E";"Voisinand";28;8369,199;157932,28;c(6.6864972114563, 46.5035820007324)
9;"R";"RIVE_E ";"Rive";29;2670,5627;49108,625;c(6.69019079208374, 46.5011787414551)
9;"R";"LUTRY_B";"Lutry, Corniche";30;0;104020,22;c(6.69414377212524, 46.5007972717285)
12;"A";"FAVER_E";"Faverges";1;266433,22;2,0003884;c(6.64599800109863, 46.5138320922852)
12;"A";"CAP_E  ";"Chemin du Cap";2;104976,42;30875,22;c(6.64924383163452, 46.5146713256836)
12;"A";"ESPER_O";"Bonne-Espérance";3;44406,65;15661,641;c(6.65019989013672, 46.5152473449707)
12;"A";"LEMAN_O";"Avenue du Léman";4;18178,34;8268,115;c(6.64553880691528, 46.5158081054688)
12;"A";"EGLAN_O";"Eglantine";5;36614,703;18482,506;c(6.64102983474731, 46.5167388916016)
12;"A";"GTE_O  ";"Georgette";6;14784,801;90484,125;c(6.63751792907715, 46.5180702209473)
12;"A";"SF_B   ";"St-François";7;4737,785;283360,4;c(6.63390016555786, 46.5194931030273)
12;"A";"MBNON_B";"Montbenon";8;0;122850,36;c(6.62998580932617, 46.5197906494141)
12;"R";"MBNON_B";"Montbenon";1;114743,64;0;c(6.62998580932617, 46.5197906494141)
12;"R";"SF_P   ";"St-François";2;143779,75;9398,555;c(6.63352298736572, 46.5193939208984)
12;"R";"GTE_E  ";"Georgette";3;94838,336;8673,586;c(6.63850116729736, 46.5176658630371)
12;"R";"EGLAN_E";"Eglantine";4;4957,3574;28123,703;c(6.64264297485352, 46.5160217285156)
12;"R";"LEMAN_E";"Avenue du Léman";5;1477,6514;18387,32;c(6.64520311355591, 46.5156326293945)
12;"R";"ESPER_S";"Bonne-Espérance";6;14692,831;65846,16;c(6.64820623397827, 46.5152587890625)
12;"R";"TRAB_E ";"Trabandan";7;18589,916;37819,035;c(6.64452791213989, 46.5145492553711)
12;"R";"FAVER_E";"Faverges";8;0;144978,47;c(6.64599800109863, 46.5138320922852)
13;"A";"MBNON_B";"Montbenon";1;58971,305;0;c(6.62998580932617, 46.5197906494141)
13;"A";"SF_P   ";"St-François";2;84149,69;6935,1924;c(6.63352298736572, 46.5193939208984)
13;"A";"BENJC_N";"Benj. Constant";3;13983,393;12670,988;c(6.63726806640625, 46.5191307067871)
13;"A";"MREPO_E";"Mon Repos";4;2484,004;14591,296;c(6.64119577407837, 46.518726348877)
13;"A";"CHAND_E";"Chandolin";5;4411,5967;65695,39;c(6.64476013183594, 46.5173950195312)
13;"A";"MOUSQ_E";"Mousquines";6;2173,7869;32768,305;c(6.64673709869385, 46.5168151855469)
13;"A";"FREYR_E";"Floreyres";7;600,4829;8517,183;c(6.64867305755615, 46.5171699523926)
13;"A";"VDEIL_B";"Verdeil";8;0;25595,877;c(6.64967393875122, 46.5182304382324)
13;"R";"VDEIL_B";"Verdeil";1;16752,541;0;c(6.64967393875122, 46.5182304382324)
13;"R";"FREYR_O";"Floreyres";2;4065,6328;59,8;c(6.64849185943604, 46.5170860290527)
13;"R";"MOUSQ_O";"Mousquines";3;17761,557;101,60002;c(6.64729595184326, 46.5168724060059)
13;"R";"CHAND_O";"Chandolin";4;54811,344;899,5995;c(6.64451122283936, 46.5175437927246)
13;"R";"MREPO_O";"Mon Repos";5;5353,7915;1558,803;c(6.64084100723267, 46.5189666748047)
13;"R";"BENJC_S";"Benj. Constant";6;3271,69;13653,906;c(6.63763999938965, 46.5194664001465)
13;"R";"SF_B   ";"St-François";7;1494,6022;55014,227;c(6.63390016555786, 46.5194931030273)
13;"R";"MBNON_B";"Montbenon";8;0;32223,258;c(6.62998580932617, 46.5197906494141)
16;"A";"PROVN_O";"Provence nord";1;108015,59;0;c(6.60607004165649, 46.5241317749023)
16;"A";"VJEUN_S";"Vallée de la Jeunesse";2;31059,9;1806,5532;c(6.60763502120972, 46.5232353210449)
16;"A";"PROVS_E";"Provence sud";3;60916,484;12475,738;c(6.60824394226074, 46.5217666625977)
16;"A";"COTAG_E";"Cottages";4;63497,53;11417,875;c(6.61014080047607, 46.5213012695312)
16;"A";"MTELY_E";"Montelly";5;83109,38;10530,487;c(6.61263704299927, 46.520824432373)
16;"A";"BLVDR_E";"Belvédère";6;52306,047;11994,768;c(6.61693811416626, 46.5208473205566)
16;"A";"TIVOL_E";"Tivoli";7;24087,275;53547,594;c(6.62107801437378, 46.5211372375488)
16;"A";"CH_E   ";"Chauderon";8;89164,43;113838,84;c(6.6259069442749, 46.5232696533203)
16;"A";"B-AIR_C";"Bel-Air";9;110166,19;101279,164;c(6.6296272277832, 46.5219650268555)
16;"A";"SF_P   ";"St-François";10;116198,41;93148,17;c(6.63352298736572, 46.5193939208984)
16;"A";"BENJC_N";"Benj. Constant";11;19465,04;41735,984;c(6.63726806640625, 46.5191307067871)
16;"A";"PBESS_N";"Pont Bessières";12;64846,953;31473,648;c(6.6360330581665, 46.5215339660645)
16;"A";"VIRET_N";"Pierre Viret";13;18735,422;6434,644;c(6.63400411605835, 46.5230102539062)
16;"A";"TNEL_U ";"Tunnel";14;34695,137;7499,408;c(6.63465690612793, 46.5246734619141)
16;"A";"BARRE_N";"Barre";15;22511,682;50649,23;c(6.63606214523315, 46.5257453918457)
16;"A";"VULLM_N";"Vulliemin";16;3814,8481;25036,434;c(6.63389492034912, 46.5277061462402)
16;"A";"PCHAT_N";"Petit Château";17;1963,7429;16073,325;c(6.63565301895142, 46.5277938842773)
16;"A";"HERMI_N";"Hermitage";18;14936,935;89193,375;c(6.63626098632812, 46.529857635498)
16;"A";"LISIE_N";"Lisière";19;4613,95;46303,46;c(6.63773393630981, 46.5324859619141)
16;"A";"SIGNA_N";"Signal";20;4951,3867;33969;c(6.640625, 46.5326766967773)
16;"A";"CHOCO_N";"Chocolatière";21;215,53815;2275,3125;c(6.64109516143799, 46.5361709594727)
16;"A";"SAUVA_N";"Lac Sauvabelin";22;7381,3223;42312,633;c(6.63911104202271, 46.5381088256836)
16;"A";"CASC_N ";"Cascades";23;7559,5225;37907,53;c(6.64116477966309, 46.5402526855469)
16;"A";"LIBEL_E";"Libellules";24;1360,2638;37859,64;c(6.64426279067993, 46.5405921936035)
16;"A";"GVENN_O";"Grand Vennes";25;0;66349,09;c(6.64608192443848, 46.5401191711426)
16;"R";"GVENN_O";"Grand Vennes";1;70911,75;0;c(6.64608192443848, 46.5401191711426)
16;"R";"LIBEL_O";"Libellules";2;43371,723;1019,9408;c(6.64401292800903, 46.5407867431641)
16;"R";"CASC_S ";"Cascades";3;38404,87;3980,0835;c(6.64088106155396, 46.5400657653809)
16;"R";"SAUVA_S";"Lac Sauvabelin";4;31436,918;12061,723;c(6.63904619216919, 46.5380973815918)
16;"R";"CHOCO_S";"Chocolatière";5;1560,7108;276,8542;c(6.64084386825562, 46.5363845825195)
16;"R";"SIGNA_S";"Signal";6;23254,754;4223,093;c(6.64040517807007, 46.532600402832)
16;"R";"LISIE_S";"Lisière";7;20518,59;6292,9106;c(6.63731813430786, 46.5324172973633)
16;"R";"HERMI_S";"Hermitage";8;41461,43;9128,027;c(6.63610887527466, 46.5304412841797)
16;"R";"VMOUL_S";"Vieux-Moulin";9;47084,023;20572,205;c(6.62944221496582, 46.5326156616211)
16;"R";"GBORD_S";"Grande-Borde";10;50110,06;9249,85;c(6.63188409805298, 46.5296821594238)
16;"R";"MEMIS_S";"Mémise";11;22490,605;15818,285;c(6.63331699371338, 46.5271186828613)
16;"R";"TNEL_S ";"Tunnel";12;13514,033;39617,867;c(6.63404178619385, 46.5257377624512)
16;"R";"VIRET_S";"Pierre Viret";13;5562,675;31318,363;c(6.63395023345947, 46.5231285095215)
16;"R";"PBESS_S";"Pont Bessières";14;9436,045;77215,94;c(6.63671922683716, 46.5209465026855)
16;"R";"SF_O   ";"St-François";15;84402,266;73212,09;c(6.63294792175293, 46.5195503234863)
16;"R";"B-AIR_O";"Bel-Air";16;115602,13;38277,812;c(6.62830305099487, 46.5225219726562)
16;"R";"CH_O   ";"Chauderon";17;111175,5;47051,273;c(6.6256799697876, 46.5235748291016)
16;"R";"TIVOL_O";"Tivoli";18;26508,133;34239,58;c(6.62215805053711, 46.5211982727051)
16;"R";"BLVDR_O";"Belvédère";19;11819,197;51391,97;c(6.61745691299438, 46.5209503173828)
16;"R";"MTELY_O";"Montelly";20;8970,464;81419,86;c(6.61242914199829, 46.5208320617676)
16;"R";"COTAG_O";"Cottages";21;5477,19;62185,383;c(6.61002206802368, 46.5213737487793)
16;"R";"PROVS_O";"Provence sud";22;4783,6064;62537,137;c(6.60828304290771, 46.5217742919922)
16;"R";"VJEUN_N";"Vallée de la Jeunesse";23;1180,8309;29660,918;c(6.60773706436157, 46.5233612060547)
16;"R";"PROVN_O";"Provence nord";24;0;77071,14;c(6.60607004165649, 46.5241317749023)
17;"A";"GTE_B  ";"Georgette";1;19132,625;0;c(6.63804721832275, 46.5166816711426)
17;"A";"GTE_N  ";"Georgette";2;148419,97;1667,1108;c(6.63794422149658, 46.517463684082)
17;"A";"SF_O   ";"St-François";3;404389;31826,506;c(6.63294792175293, 46.5195503234863)
17;"A";"B-AIR_O";"Bel-Air";4;622583,9;47099,56;c(6.62830305099487, 46.5225219726562)
17;"A";"CH_O   ";"Chauderon";5;410872,3;63754,64;c(6.6256799697876, 46.5235748291016)
17;"A";"BOST_O ";"Boston";6;115572,97;38642,89;c(6.62232685089111, 46.5238647460938)
17;"A";"RECOR_O";"Recordon";7;76842,43;140347,31;c(6.61763095855713, 46.5257911682129)
17;"A";"PRELA_O";"Prélaz";8;115305,31;314249,44;c(6.61253881454468, 46.5263938903809)
17;"A";"PZROS_O";"Prélaz-les-Roses";9;54066,098;132591,39;c(6.60630893707275, 46.527229309082)
17;"A";"GALIC_O";"Galicien";11;95692,78;237351,52;c(6.60339689254761, 46.5284423828125)
17;"A";"PERRL_O";"Perrelet";13;107902,73;75398,84;c(6.59820890426636, 46.5301284790039)
17;"A";"R-VIL_O";"Renens-Village";14;45933,24;152300,88;c(6.59247493743896, 46.532543182373)
17;"A";"SEGLI_O";"Sous l'Eglise";15;34366,95;92564,91;c(6.58824682235718, 46.5353546142578)
17;"A";"R-HV_O ";"Hôtel-de-Ville";16;31679,258;58046,06;c(6.58621692657471, 46.5367240905762)
17;"A";"AVNIR_O";"Avenir";17;13980,561;201629,34;c(6.58346700668335, 46.5383338928223)
17;"A";"R-14A_O";"Renens-14 Avril";18;175567,05;284872,4;c(6.58069086074829, 46.539119720459)
17;"A";"JURA_N ";"Jura";20;5633,3584;35049,406;c(6.57337188720703, 46.5419158935547)
17;"A";"ZING_O ";"Zinguerie";21;11175,027;92611,18;c(6.57011604309082, 46.5441513061523)
17;"A";"ARC-C_O";"Arc-en-Ciel";22;5786,484;75507,19;c(6.56812715530396, 46.5453758239746)
17;"A";"CPLAN_N";"Croix-de-Plan";24;3537,0688;139244,17;c(6.56404495239258, 46.5478553771973)
17;"A";"BUYE_N ";"Buyère";25;2709,87;25628,803;c(6.563551902771, 46.5501174926758)
17;"A";"COCAG_E";"Cocagne";26;1107,4922;86546,92;c(6.56191205978394, 46.5547828674316)
17;"A";"RENTE_E";"Rente";27;297,26944;8944,309;c(6.56251287460327, 46.5570907592773)
17;"A";"CPEAG_B";"Croix-Péage";28;0;69024,92;c(6.56532096862793, 46.5608711242676)
17;"R";"CPEAG_B";"Croix-Péage";1;66955,7;0;c(6.56532096862793, 46.5608711242676)
17;"R";"RENTE_O";"Rente";2;5371,6553;684,92017;c(6.56238412857056, 46.5569915771484)
17;"R";"COCAG_O";"Cocagne";3;67837,47;1541,8535;c(6.56183576583862, 46.5546035766602)
17;"R";"BUYE_S ";"Buyère";4;27019,023;2256,413;c(6.56362295150757, 46.5497779846191)
17;"R";"CPLAN_S";"Croix-de-Plan";5;125154,69;4005,708;c(6.56338977813721, 46.5480194091797)
17;"R";"ARC-C_E";"Arc-en-Ciel";7;87505,31;5940,0977;c(6.56806516647339, 46.5452041625977)
17;"R";"ZING_E ";"Zinguerie";8;93385,17;7751,499;c(6.5709490776062, 46.5434188842773)
17;"R";"JURA_E ";"Jura";9;33656,133;8726,161;c(6.57420778274536, 46.5409698486328)
17;"R";"RCFFN_E";"Renens-Gare nord";11;239192,53;173884,64;c(6.57944297790527, 46.5380935668945)
17;"R";"1-AOU_E";"1er Août";12;360001,53;21262,576;c(6.58207178115845, 46.5367126464844)
17;"R";"R-HV_S ";"Hôtel-de-Ville";13;50225,297;14836,851;c(6.58553600311279, 46.5361175537109)
17;"R";"SEGLI_E";"Sous l'Eglise";14;110612,734;43169,016;c(6.58877515792847, 46.5348815917969)
17;"R";"R-VIL_E";"Renens-Village";15;159586,34;64829,035;c(6.59192514419556, 46.5327186584473)
17;"R";"PERRL_E";"Perrelet";16;122369,27;134325,75;c(6.59974384307861, 46.5295104980469)
17;"R";"GALIC_E";"Galicien";19;246002,48;80723,44;c(6.60477590560913, 46.527774810791)
17;"R";"PZROS_E";"Prélaz-les-Roses";20;135445,52;53282,688;c(6.60709714889526, 46.5268325805664)
17;"R";"PRELA_E";"Prélaz";21;346384,8;140540,88;c(6.61282682418823, 46.5263137817383)
17;"R";"RECOR_E";"Recordon";22;154590,03;85876,41;c(6.61847305297852, 46.5253028869629)
17;"R";"BOST_E ";"Boston";23;26276,033;201846,66;c(6.62278509140015, 46.5237159729004)
17;"R";"CH_E   ";"Chauderon";24;97880,13;419099,25;c(6.6259069442749, 46.5232696533203)
17;"R";"B-AIR_C";"Bel-Air";25;78761,27;673392,44;c(6.6296272277832, 46.5219650268555)
17;"R";"SF_P   ";"St-François";26;24290,01;404554;c(6.63352298736572, 46.5193939208984)
17;"R";"GTE_E  ";"Georgette";27;1848,7222;133777,03;c(6.63850116729736, 46.5176658630371)
17;"R";"GTE_B  ";"Georgette";28;0;26397,363;c(6.63804721832275, 46.5166816711426)
18;"A";"FLON_O ";"Lausanne-Flon";1;1102765,6;0;c(6.63039779663086, 46.5209808349609)
18;"A";"PFRAN_O";"Port-Franc";2;229753,28;33257,777;c(6.62577390670776, 46.5225868225098)
18;"A";"EPSIC_O";"EPSIC";3;35764,953;107301,766;c(6.62101697921753, 46.5234146118164)
18;"A";"ECMET_O";"Ecole des Métiers";4;62100,73;208533,66;c(6.61628389358521, 46.5244064331055)
18;"A";"CRARD_O";"Couchirard";5;69885,07;230983,53;c(6.61330223083496, 46.5250854492188)
18;"A";"PZROS_O";"Prélaz-les-Roses";6;32715,328;111058,44;c(6.60630893707275, 46.527229309082)
18;"A";"GALIC_O";"Galicien";8;105508,88;184864,58;c(6.60339689254761, 46.5284423828125)
18;"A";"PERRL_N";"Perrelet";10;44658,703;70397,9;c(6.59881210327148, 46.5307273864746)
18;"A";"FLORI_O";"Florissant";11;16608,38;146636,6;c(6.59854316711426, 46.5329742431641)
18;"A";"BROYE_O";"Broye";12;9001,16;76433,19;c(6.59815311431885, 46.5353813171387)
18;"A";"BDESS_M";"Bourg-Dessus";13;8716,258;94062,2;c(6.59538698196411, 46.5380783081055)
18;"A";"BGNON_O";"Bugnon";14;29738,8;33723,66;c(6.59597110748291, 46.5398826599121)
18;"A";"SURLC_O";"Sur-la-Croix";15;3658,4114;41589;c(6.59331607818604, 46.5412750244141)
18;"A";"BAUM_N ";"Baumettes";16;5698,3125;89345,46;c(6.59024000167847, 46.5437355041504)
18;"A";"GENOU_O";"Bois-Genoud";18;3363,9517;51680,266;c(6.58359909057617, 46.5465202331543)
18;"A";"BRE_N  ";"Bré";19;2153;66094,28;c(6.57925891876221, 46.5504913330078)
18;"A";"CRISS_N";"Crissier, centre";20;1076,0414;69126,664;c(6.57701683044434, 46.5536956787109)
18;"A";"TIMON_T";"Crissier, Timonet";21;0;148077,5;c(6.57369804382324, 46.5557746887207)
18;"R";"TIMON_T";"Crissier, Timonet";1;122192,64;0;c(6.57369804382324, 46.5557746887207)
18;"R";"TIMON_E";"Crissier, Timonet";2;19568,938;905,5087;c(6.57451486587524, 46.5552024841309)
18;"R";"CRISS_S";"Crissier, centre";3;64315,43;1865,3004;c(6.57726907730103, 46.553409576416)
18;"R";"BRE_S  ";"Bré";4;68414,68;6680,543;c(6.57858896255493, 46.55078125)
18;"R";"GENOU_E";"Bois-Genoud";6;53212,844;9199,54;c(6.58471393585205, 46.546070098877)
18;"R";"BAUM_S ";"Baumettes";7;78334,34;7201,1035;c(6.59101819992065, 46.5431823730469)
18;"R";"SURLC_E";"Sur-la-Croix";8;33467,984;2958,8623;c(6.59381914138794, 46.5407752990723)
18;"R";"BGNON_E";"Bugnon";9;29622,352;32125,266;c(6.5963020324707, 46.5396156311035)
18;"R";"BDESS_D";"Bourg-Dessus";10;72725,38;8262,471;c(6.59537410736084, 46.5380783081055)
18;"R";"BROYE_E";"Broye";11;70109,72;8682,899;c(6.5981559753418, 46.535213470459)
18;"R";"FLORI_E";"Florissant";12;135026,77;20860,605;c(6.59850120544434, 46.5323104858398)
18;"R";"PERRL_E";"Perrelet";13;88783,9;39922,918;c(6.59974384307861, 46.5295104980469)
18;"R";"GALIC_E";"Galicien";16;172535,17;79786,55;c(6.60477590560913, 46.527774810791)
18;"R";"PZROS_E";"Prélaz-les-Roses";17;100634,58;30670,492;c(6.60709714889526, 46.5268325805664)
18;"R";"CRARD_E";"Couchirard";18;238117,84;63873,727;c(6.61275482177734, 46.525089263916)
18;"R";"ECMET_E";"Ecole des Métiers";19;234405,08;59777,93;c(6.61644315719604, 46.5242195129395)
18;"R";"EPSIC_E";"EPSIC";20;91075,74;36141,797;c(6.62117481231689, 46.5232810974121)
18;"R";"PFRAN_E";"Port-Franc";21;24636,348;276845,53;c(6.62701797485352, 46.5221519470215)
18;"R";"FLON_E ";"Lausanne-Flon";22;9846,52;308879,1;c(6.62950277328491, 46.5215759277344)
18;"R";"FLON_O ";"Lausanne-Flon";23;0;711505,06;c(6.63039779663086, 46.5209808349609)
19;"A";"CH_B   ";"Chauderon";1;212289,44;0;c(6.62653112411499, 46.5233726501465)
19;"A";"CH_O   ";"Chauderon";2;157230,44;2276,2227;c(6.6256799697876, 46.5235748291016)
19;"A";"BOST_O ";"Boston";3;57993,785;6587,1074;c(6.62232685089111, 46.5238647460938)
19;"A";"RECOR_O";"Recordon";4;34674,87;41747,24;c(6.61763095855713, 46.5257911682129)
19;"A";"PRELA_O";"Prélaz";5;54020,297;109705,09;c(6.61253881454468, 46.5263938903809)
19;"A";"PZROS_O";"Prélaz-les-Roses";6;21936,346;44986,953;c(6.60630893707275, 46.527229309082)
19;"A";"GALIC_O";"Galicien";8;41830,39;79170,055;c(6.60339689254761, 46.5284423828125)
19;"A";"PERRL_O";"Perrelet";10;49321,176;27802,732;c(6.59820890426636, 46.5301284790039)
19;"A";"R-VIL_O";"Renens-Village";11;21896,486;53976,387;c(6.59247493743896, 46.532543182373)
